1	0.11706690192222595
2	0.13031982332468034
3	0.07946623265743255
4	0.07630691230297089
5	0.05584658905863762
6	0.0457666240632534
7	0.039996615052223204
8	0.028275808691978453
9	0.030191555991768836
10	0.02724248692393303
11	0.027059422805905342
12	0.022639363631606103
13	0.02502204105257988
14	0.026265999674797057
15	0.030113409087061883
16	0.019161565601825713
17	0.022602739185094832
18	0.022058450803160667
19	0.021481309458613394
20	0.02812156043946743
21	0.029638541489839555
22	0.024885482713580133
23	0.02673969566822052
24	0.020514300279319286
25	0.018124054372310638
26	0.01718134731054306
27	0.01592807974666357
28	0.01846110410988331
29	0.018814141675829888
30	0.01792035698890686
31	0.020474565960466862
32	0.014652994833886624
33	0.017607016116380693
34	0.01719162128865719
35	0.026589980348944664
36	0.017122016847133638
37	0.023501759767532347
38	0.016084139980375767
39	0.018642666190862654
40	0.020494985580444335
41	0.020167129673063756
42	0.01739620640873909
43	0.024597090482711793
44	0.0145714046433568
45	0.017379323206841945
46	0.01682491395622492
47	0.018024657294154166
48	0.025944112241268157
49	0.01531394962221384
50	0.016678498312830924
51	0.015517728589475154
52	0.017951477877795698
53	0.01614730805158615
54	0.016418066434562208
55	0.017934465408325197
56	0.022470081597566603
57	0.00933319665491581
58	0.01999623589217663
59	0.018655853904783727
60	0.0248669708147645
61	0.01739268731325865
62	0.01186486855149269
63	0.019323794916272164
64	0.012538906931877137
65	0.019009995833039285
66	0.018721939250826835
67	0.011793690919876098
68	0.017196542397141457
69	0.014001468010246754
70	0.016733941994607447
71	0.012709434330463409
72	0.018694838508963585
73	0.01883566863834858
74	0.021602387353777886
75	0.015168833360075951
76	0.01461183000355959
77	0.017125276289880274
78	0.018398120626807214
79	0.012928235717117787
80	0.010706951282918454
81	0.011447181180119514
82	0.01598854213953018
83	0.015499269776046275
84	0.016899620927870274
85	0.016953657008707525
86	0.02214938439428806
87	0.014886564761400222
88	0.01577191725373268
89	0.015824647434055806
90	0.02000186275690794
91	0.015145589224994182
92	0.018426838144659997
93	0.018737217597663402
94	0.017295878380537033
95	0.015596229583024979
96	0.013898839429020881
97	0.01836272459477186
98	0.020986796356737614
99	0.012416177615523338
100	0.01601240560412407
